Teff,xi,muFast,alpha,stdVal,meanVal,u_stdVal,u_meanVal,ur_stdVal,ur_meanVal
4.8580046,0.5316534,0.0687239,0.0007521,0.0285455,0.0198839,0.0359239,0.0126971,0.0882789,0.0527599
4.7427946,0.4823408,0.0739345,0.0009640,0.0315757,0.0230405,0.0388406,0.0147681,0.0851250,0.0507811
5.4304138,0.3821539,0.0343698,0.0008484,0.0326929,0.0291770,0.0151043,0.0016680,0.0845386,0.0339755
3.4341084,0.3236934,0.1077485,0.0010063,0.0446108,0.0306407,0.0598109,0.0259108,0.1002408,0.0557519
4.3358188,0.6226959,0.0399676,0.0007650,0.0200099,0.0105971,0.0190259,0.0003570,0.0632330,0.0256404
4.8235604,0.4837727,0.0522337,0.0006064,0.0271498,0.0234029,0.0271936,0.0031613,0.0758095,0.0277777
4.2024937,0.4389038,0.0682212,0.0006953,0.0294898,0.0236972,0.0358148,0.0094203,0.0774248,0.0381124
4.9463588,0.2879029,0.0695140,0.0006566,0.0435060,0.0412141,0.0376843,0.0106909,0.0751931,0.0433971
5.4007996,0.3549343,0.0727928,0.0008501,0.0405930,0.0381933,0.0390809,0.0139425,0.0868592,0.0473987
4.8577425,0.5699975,0.0609602,0.0005393,0.0251846,0.0175218,0.0313843,0.0078149,0.0787823,0.0433828
4.7539659,0.3395601,0.0713354,0.0008815,0.0408679,0.0393311,0.0371921,0.0127728,0.0880006,0.0510058
4.1028197,0.2397318,0.0858026,0.0006394,0.0492861,0.0406745,0.0489856,0.0207220,0.0931617,0.0410651
4.6429257,0.2498000,0.0696431,0.0009588,0.0458434,0.0468787,0.0376301,0.0098792,0.0826518,0.0406803
3.9232318,0.3872099,0.0649608,0.0005610,0.0325881,0.0282690,0.0335339,0.0056291,0.0914876,0.0297534
4.4731376,0.3840499,0.0951084,0.0004696,0.0396534,0.0278807,0.0546054,0.0236827,0.1051471,0.0394719
4.1410331,0.5174356,0.0928728,0.0008768,0.0371665,0.0207786,0.0522310,0.0237808,0.1523671,0.0482948
5.4628423,0.4111911,0.0826244,0.0006318,0.0382558,0.0309485,0.0468506,0.0234683,0.0990099,0.0425826
5.7712345,0.2349518,0.1091727,0.0006933,0.0520216,0.0501221,0.0690357,0.0260651,0.1016625,0.0457270
3.2998321,0.3373895,0.1140194,0.0004757,0.0448773,0.0294935,0.0619357,0.0266633,0.0836156,0.0517317
3.3175811,0.4131526,0.0928565,0.0010830,0.1077095,0.0119704,0.2484056,-0.0027849,0.2960491,0.0065973
4.8617290,0.4846496,0.0755714,0.0009557,0.0326833,0.0233097,0.0386453,0.0178806,0.0891832,0.0493173
4.5890699,0.4974592,0.0634330,0.0009021,0.0285642,0.0237263,0.0317424,0.0088275,0.0785157,0.0379588
4.0222157,0.2706764,0.0874964,0.0007780,0.0469047,0.0380457,0.0505351,0.0208053,0.1061298,0.0406412
4.7968656,0.5339923,0.0986206,0.0008335,0.0388861,0.0235743,0.0570686,0.0236272,0.0902812,0.0439421
3.6003182,0.2850334,0.0887334,0.0009842,0.0448947,0.0339944,0.0483528,0.0212596,0.2516292,0.0221574
4.9227384,0.3052343,0.0836447,0.0007907,0.0452157,0.0402859,0.0483383,0.0226694,0.0978392,0.0458786
4.2457080,0.3093045,0.0617574,0.0005541,0.0405420,0.0379830,0.0322811,0.0044921,0.0902385,0.0285697
3.9603780,0.2130505,0.0808313,0.0004253,0.0505938,0.0438340,0.0417560,0.0176179,0.1040616,0.0365904
5.1669049,0.4021481,0.0645338,0.0007667,0.0355757,0.0339023,0.0345811,0.0097662,0.1259546,0.0245275
4.6025870,0.3265085,0.0668465,0.0007012,0.0404775,0.0372941,0.0366532,0.0083399,0.0784406,0.0386891
4.8259254,0.2501259,0.0622863,0.0009105,0.0442915,0.0485998,0.0343693,0.0062353,0.0840639,0.0363012
3.6378747,0.4934141,0.0733009,0.0008450,0.0293447,0.0162495,0.0358766,0.0117943,0.0984467,0.0324416
3.8602951,0.3534718,0.0487517,0.0005618,0.0361211,0.0302102,0.0237800,0.0015655,0.0737927,0.0172595
5.1826412,0.3372031,0.0748400,0.0005861,0.0414255,0.0378019,0.0393064,0.0145630,0.0883343,0.0477481
4.4894272,0.3722911,0.0839832,0.0007596,0.0389769,0.0309120,0.0471253,0.0224936,0.0924975,0.0448737
4.5820929,0.2395578,0.0654602,0.0009698,0.0456324,0.0488665,0.0364182,0.0073311,0.0818215,0.0353418
5.0262144,0.4024387,0.0797145,0.0007831,0.0376090,0.0302422,0.0448374,0.0191774,0.0917045,0.0446096
4.0518509,0.5621553,0.0779030,0.0009248,0.0310149,0.0161971,0.0395558,0.0161355,0.0788644,0.0439067
3.9933745,0.4473408,0.0829269,0.0005679,0.0336097,0.0199173,0.0448126,0.0217793,0.0903926,0.0363866
4.3470925,0.4565509,0.1037939,0.0004208,0.0386838,0.0244365,0.0594370,0.0237974,0.1326496,0.0557573
5.9172993,0.2182337,0.0761536,0.0006156,0.0483949,0.0516734,0.0414913,0.0168432,0.0924960,0.0401726
5.3030280,0.4544018,0.0731891,0.0007414,0.0331353,0.0273809,0.0380760,0.0148943,0.0882524,0.0487641
5.2336572,0.2648610,0.0630900,0.0008517,0.0430742,0.0473413,0.0376274,0.0084257,0.0859512,0.0400570
4.5758018,0.3684218,0.0506139,0.0008060,0.0365814,0.0326391,0.0256859,0.0022248,0.0763860,0.0208049
5.6794578,0.3742049,0.0654175,0.0006879,0.0383390,0.0374738,0.0375327,0.0101438,0.0886764,0.0429877
5.0453034,0.2857937,0.0656579,0.0008361,0.0435019,0.0450538,0.0363390,0.0081888,0.0752792,0.0377842
3.8485124,0.4560195,0.1096545,0.0007036,0.0409561,0.0237360,0.0609852,0.0251709,0.0893642,0.0545666
5.0888525,0.3775296,0.0860244,0.0008305,0.0408052,0.0341148,0.0516106,0.0198547,0.1104974,0.0416598
4.5024079,0.2067996,0.0401790,0.0008031,0.0427302,0.0394298,0.0347995,-0.0046804,0.0695105,0.0202133
4.0033542,0.4286418,0.0780460,0.0005855,0.0329644,0.0224708,0.0396436,0.0152536,0.0771650,0.0420041
4.1222674,0.4921119,0.0622605,0.0011315,0.0273389,0.0211192,0.0307796,0.0061314,0.0801460,0.0312651
3.2897318,0.2824877,0.0781296,0.0005686,0.0424242,0.0341612,0.0390342,0.0120754,0.1702385,0.0260737
3.9313953,0.4860782,0.0840830,0.0008983,0.0336120,0.0178061,0.0456325,0.0209305,0.0857242,0.0384133
5.0626720,0.3128556,0.0737557,0.0007620,0.0427499,0.0405407,0.0390336,0.0142289,0.0843824,0.0485958
3.9018444,0.3041064,0.0811713,0.0004896,0.0427109,0.0345210,0.0417143,0.0184810,0.0887531,0.0390080
4.3479492,0.2763627,0.0599779,0.0008956,0.0439489,0.0424431,0.0308295,0.0038000,0.0892159,0.0274262
4.7374892,0.3214933,0.0827269,0.0007420,0.0436607,0.0362218,0.0470357,0.0217128,0.0921771,0.0466239
3.7531699,0.4421398,0.0809933,0.0007957,0.0331489,0.0202632,0.0417509,0.0191402,0.0935294,0.0383360
4.2987179,0.3702199,0.0654741,0.0006857,0.0360809,0.0327260,0.0353199,0.0069858,0.0788522,0.0334139
3.9382414,0.2642676,0.0577071,0.0006565,0.0449358,0.0416013,0.0299210,0.0048978,0.0800506,0.0204020
3.6565771,0.2934157,0.1002088,0.0010095,0.0455885,0.0346205,0.0581810,0.0199875,0.0871393,0.0375559
4.5002033,0.3043349,0.0575785,0.0008657,0.0416191,0.0393942,0.0298144,0.0052068,0.0806182,0.0290290
3.9917144,0.3587805,0.0923739,0.0006732,0.0397037,0.0275752,0.0532097,0.0230385,0.1500415,0.0496688
4.2259124,0.3369754,0.0374024,0.0007144,0.0374933,0.0298125,0.0191918,0.0012600,0.1007032,0.0239636
4.1759712,0.4091097,0.0553190,0.0007505,0.0324533,0.0289147,0.0285199,0.0035939,0.0776255,0.0227247
6.3889368,0.3692782,0.0850600,0.0005633,0.0428165,0.0376207,0.0507052,0.0218539,0.1117116,0.0406140
4.2537802,0.4675927,0.0569170,0.0009376,0.0273018,0.0237972,0.0279179,0.0045856,0.0805978,0.0309250
3.3204782,0.3617488,0.0761592,0.0006978,0.0355102,0.0269422,0.0375718,0.0124805,0.2720233,0.0101821
3.6483101,0.4592377,0.0838383,0.0004881,0.0339588,0.0183566,0.0453395,0.0230097,0.1178745,0.0378339
5.1414693,0.5588543,0.0381902,0.0006348,0.0217490,0.0136315,0.0192837,-0.0006751,0.0718569,0.0270604
4.1996843,0.3385081,0.0699663,0.0007524,0.0394694,0.0354854,0.0358812,0.0106675,0.0861317,0.0375326
5.0732005,0.2435007,0.0913184,0.0006942,0.0498722,0.0444100,0.0544692,0.0233578,0.1125574,0.0470218
3.8547468,0.2489598,0.0871316,0.0009417,0.0477580,0.0384564,0.0496850,0.0201049,0.1223438,0.0331728
5.0360347,0.4056259,0.0471002,0.0007298,0.0341435,0.0294457,0.0245160,-0.0000090,0.0794095,0.0178771
4.0087447,0.2954050,0.0677357,0.0008360,0.0417791,0.0379191,0.0378188,0.0058383,0.0972748,0.0305151
4.4196750,0.5056043,0.0699340,0.0007965,0.0290377,0.0194443,0.0355305,0.0125943,0.0794526,0.0484618
4.5176932,0.4239618,0.0713284,0.0007091,0.0329017,0.0271938,0.0369003,0.0123592,0.0731600,0.0452344
5.6870789,0.3543019,0.0453688,0.0008023,0.0365433,0.0359140,0.0247330,0.0002603,0.0757493,0.0198849
5.4435822,0.3466898,0.0953636,0.0008054,0.0455320,0.0383003,0.0554147,0.0243025,0.0937230,0.0443786
4.7589130,0.4464510,0.0634267,0.0009840,0.0306187,0.0281430,0.0321033,0.0099014,0.0715526,0.0347871
3.5972053,0.3833809,0.0946384,0.0006758,0.0385628,0.0242432,0.0532541,0.0222668,0.0950318,0.0354197
4.5778556,0.4651602,0.0612317,0.0009002,0.0289869,0.0268652,0.0320953,0.0055585,0.0772205,0.0345412
4.2787730,0.4312718,0.0699229,0.0007821,0.0304455,0.0244026,0.0359004,0.0115411,0.0753563,0.0420305
4.6691964,0.2372854,0.0962301,0.0008859,0.0515053,0.0468429,0.0568114,0.0231368,0.0894781,0.0451656
3.8020462,0.5485904,0.0705973,0.0006885,0.0276628,0.0135443,0.0353011,0.0116209,0.0869893,0.0416414
3.3670920,0.4994183,0.0790434,0.0009105,0.0308607,0.0163069,0.0386595,0.0149632,0.1682834,0.0284015
4.4567572,0.5347377,0.0574240,0.0009435,0.0253950,0.0199585,0.0263878,0.0025591,0.0925034,0.0283235
5.1630567,0.4153720,0.1162839,0.0009072,0.0441771,0.0373776,0.0683133,0.0291950,0.0992883,0.0442999
4.4558775,0.2259777,0.0868746,0.0009069,0.0510141,0.0457764,0.0510315,0.0202917,0.1071087,0.0453933
3.9263880,0.4226377,0.0553992,0.0007344,0.0291981,0.0256445,0.0281144,0.0033722,0.0753309,0.0251002
3.8185111,0.3321621,0.0620646,0.0006187,0.0382967,0.0346879,0.0319303,0.0037754,0.0881181,0.0254917
2.7403751,0.4556129,0.0889983,0.0008742,0.0638578,0.0113972,0.1073768,0.0106028,0.2406484,0.0198441
3.8597351,0.4910666,0.0614760,0.0006772,0.0260927,0.0185949,0.0316329,0.0043635,0.0859481,0.0276144
3.3581067,0.5377354,0.1198331,0.0008612,0.0398162,0.0193679,0.0645715,0.0283212,0.0918802,0.0476485
4.3574073,0.1987345,0.0964540,0.0007784,0.0533051,0.0459378,0.0590555,0.0210819,0.0905773,0.0426071
4.8006534,0.2572140,0.0390845,0.0005863,0.0404579,0.0372687,0.0213476,0.0009913,0.0733365,0.0272336
5.0034574,0.3112212,0.0839416,0.0007906,0.0457262,0.0392274,0.0488484,0.0225875,0.1000397,0.0445148
4.2520225,0.3184670,0.0870187,0.0007712,0.0438442,0.0345677,0.0507921,0.0197127,0.1033162,0.0423190
4.5604661,0.4727713,0.0625956,0.0006487,0.0273437,0.0233648,0.0322703,0.0086009,0.0777378,0.0368019
2.6275126,0.4401209,0.0745054,0.0006841,0.0333589,0.0167287,0.0337629,0.0091862,0.1137187,0.0326676
4.3891001,0.4068223,0.0729163,0.0006571,0.0332133,0.0271334,0.0369517,0.0128142,0.0754085,0.0448222
4.6946613,0.3497453,0.0632039,0.0008572,0.0395488,0.0364399,0.0680578,-0.0025039,0.1732090,0.0004500
5.1729418,0.2934151,0.0948864,0.0008288,0.0495949,0.0429825,0.0549984,0.0245960,0.0947383,0.0492101
3.8595441,0.3751815,0.0888100,0.0009363,0.0380154,0.0258963,0.0493314,0.0228015,0.1222708,0.0450982
5.4759081,0.3572961,0.1031136,0.0006312,0.0432568,0.0372524,0.0619581,0.0237920,0.1764548,0.0551650
5.0905828,0.5354521,0.1006050,0.0009284,0.0386859,0.0263275,0.0588895,0.0240966,0.0934701,0.0414962
4.9045598,0.4054719,0.0614688,0.0007264,0.0341791,0.0317241,0.0337124,0.0064617,0.0790587,0.0371315
3.6384496,0.5217344,0.0773755,0.0008119,0.0297239,0.0150970,0.0383145,0.0143067,0.0962171,0.0366249
4.5155474,0.4189965,0.1077192,0.0007584,0.0409048,0.0281285,0.0625595,0.0240586,0.0956660,0.0508454
4.7167239,0.5104273,0.0327255,0.0006661,0.0209860,0.0133107,0.0142532,0.0009249,0.0694090,0.0267668
3.9950866,0.5563753,0.0887668,0.0007787,0.0344352,0.0183475,0.0495369,0.0229480,0.1378715,0.0424834
4.8629356,0.5132783,0.0539046,0.0003785,0.0254050,0.0210745,0.0294798,0.0050355,0.0884007,0.0339026
5.0900973,0.4128307,0.0682065,0.0008851,0.0346624,0.0318885,0.0372127,0.0108407,0.0770428,0.0470936
5.5147987,0.2391845,0.0699238,0.0005993,0.0449618,0.0491400,0.0383953,0.0109566,0.0846886,0.0476489
4.7184649,0.2947908,0.0491369,0.0007804,0.0423256,0.0397015,0.0252709,0.0017437,0.0843977,0.0192605
4.0660310,0.4517414,0.0922337,0.0005762,0.0362395,0.0213309,0.0524441,0.0230899,0.1617525,0.0510505
5.7122375,0.3783638,0.1003247,0.0008702,0.0429644,0.0384814,0.0620213,0.0239599,0.1117937,0.0359891
5.1370560,0.6257915,0.0528358,0.0006561,0.0227018,0.0163254,0.0262892,0.0035592,0.0918134,0.0296981
4.1471809,0.3201982,0.0399049,0.0006942,0.0395207,0.0305080,0.0202572,0.0017749,0.1041709,0.0268541
6.0971252,0.3991546,0.1055812,0.0006633,0.0426644,0.0372481,0.0644236,0.0277034,0.1028110,0.0447333
4.1997270,0.4162942,0.0896049,0.0004436,0.0358575,0.0226814,0.0512932,0.0229628,0.1336008,0.0496969
3.8403344,0.3031364,0.0637863,0.0007213,0.0406761,0.0370356,0.0332796,0.0066764,0.0992548,0.0265343
5.3141637,0.3946599,0.1020916,0.0007308,0.0409087,0.0343381,0.0593034,0.0255416,0.0988399,0.0431704
4.8449070,0.5231947,0.0979181,0.0005118,0.0376761,0.0231091,0.0570805,0.0235214,0.0898083,0.0439115
4.7740749,0.5382335,0.0542960,0.0007664,0.0251447,0.0202794,0.0293342,0.0051151,0.0847888,0.0322605
5.1697241,0.7031040,0.0817025,0.0006433,0.0317384,0.0174401,0.0477531,0.0269407,0.1489792,0.0367563
5.1275764,0.4318429,0.0789378,0.0004381,0.0346678,0.0266855,0.0440192,0.0187665,0.0937637,0.0452393
5.4486296,0.4700185,0.0701954,0.0005613,0.0309666,0.0264123,0.0361388,0.0137472,0.0865414,0.0488189
5.0094599,0.4493896,0.0752946,0.0007799,0.0330797,0.0262343,0.0387431,0.0170645,0.0874107,0.0474252
4.2165340,0.2431615,0.0650817,0.0007034,0.0463132,0.0451147,0.0344720,0.0072127,0.0961766,0.0208131
4.6937038,0.3779564,0.0774978,0.0005713,0.0379211,0.0313155,0.0399095,0.0177594,0.0863217,0.0496653
5.2449591,0.4015947,0.0752118,0.0008098,0.0376689,0.0327076,0.0390041,0.0166858,0.0887984,0.0472710
3.2738872,0.4171294,0.0799163,0.0009114,0.0345780,0.0214145,0.0396944,0.0144161,0.2470044,0.0141654
4.3990938,0.2660791,0.0678230,0.0008527,0.0450140,0.0429304,0.0377666,0.0076035,0.0885166,0.0379584
3.9400020,0.4851814,0.0878357,0.0008055,0.0356666,0.0198090,0.0488746,0.0220815,0.1035688,0.0431382
4.5128637,0.3089206,0.0639390,0.0006923,0.0410730,0.0389932,0.0345249,0.0075862,0.0804682,0.0355889
3.8281103,0.5155198,0.0745554,0.0006632,0.0294355,0.0152873,0.0364963,0.0140096,0.0866278,0.0416081
5.4227329,0.4117788,0.0936864,0.0005505,0.0390506,0.0307676,0.0540677,0.0241865,0.1259578,0.0466217
4.1521629,0.4730586,0.0471158,0.0008389,0.0265491,0.0211269,0.0223402,0.0016747,0.0765220,0.0200148
3.9264902,0.4941147,0.0482198,0.0007976,0.0255650,0.0190764,0.0230285,0.0012475,0.0967132,0.0109852
4.1305671,0.3923266,0.0732348,0.0009113,0.0348442,0.0283251,0.0365583,0.0127077,0.0762779,0.0416441
5.3387758,0.5021569,0.0579204,0.0007401,0.0280112,0.0253329,0.0304418,0.0043072,0.0844997,0.0437527
4.7630922,0.5626503,0.0509539,0.0006424,0.0239491,0.0185898,0.0256101,0.0025960,0.0779901,0.0288717
3.9189683,0.5112117,0.1026777,0.0008364,0.0399271,0.0220765,0.0576659,0.0219763,0.1033061,0.0535707
3.2534184,0.3535154,0.0285216,0.0008585,0.0330510,0.0229870,0.0162277,0.0010822,0.0403840,0.0039716
3.7981171,0.4775172,0.0763550,0.0008343,0.0320734,0.0189876,0.0378470,0.0146348,0.0801362,0.0376296
5.3550984,0.4593255,0.1037123,0.0009320,0.0420248,0.0329423,0.0609501,0.0254522,0.1358207,0.0513722
4.3432651,0.2976191,0.0337758,0.0006849,0.0402575,0.0334306,0.0179410,0.0009935,0.1059753,0.0277695
3.8976548,0.4308777,0.0811799,0.0008976,0.0762404,0.0078344,0.3128160,-0.0439163,0.3679809,-0.0349748
4.9440640,0.3030021,0.0520829,0.0008688,0.0410183,0.0401124,0.0531611,-0.0024348,0.1227726,0.0120301
5.0190078,0.2657020,0.0743390,0.0008976,0.0464343,0.0441794,0.0394908,0.0143297,0.0887198,0.0503515
4.2253985,0.3033582,0.0447414,0.0005726,0.0417169,0.0344101,0.0221205,0.0017604,0.1012652,0.0146183
3.7318591,0.3391683,0.0779294,0.0008775,0.0392697,0.0312871,0.0390679,0.0144952,0.1136148,0.0350215
3.3240926,0.3866950,0.0900615,0.0006849,0.0390456,0.0228993,0.0544134,0.0174857,0.2694435,0.0249815
4.7596889,0.4293271,0.0864350,0.0011409,0.0379585,0.0282685,0.0513782,0.0197016,0.1081793,0.0402116
5.1246557,0.3687958,0.0706609,0.0003918,0.0384283,0.0345403,0.0371945,0.0130318,0.0813448,0.0483647
5.1558035,0.3845581,0.0582392,0.0007623,0.0369114,0.0344303,0.0304951,0.0044081,0.0872233,0.0382398
3.3379019,0.2015448,0.0843506,0.0008485,0.0480836,0.0403487,0.0424022,0.0197884,0.1780096,0.0298850
4.6640595,0.3955851,0.0917654,0.0010893,0.0424454,0.0319753,0.0534125,0.0231788,0.1372635,0.0484649
3.8346038,0.5505193,0.0596216,0.0005299,0.0240739,0.0143621,0.0291101,0.0027695,0.0822148,0.0273310
4.5837668,0.4681248,0.0434084,0.0005084,0.0270491,0.0209486,0.0212873,0.0006130,0.0804118,0.0238501
3.9307473,0.4426575,0.1010620,0.0007133,0.0387642,0.0233550,0.0573844,0.0218723,0.0815980,0.0446515
5.6255073,0.2832537,0.0714327,0.0007382,0.0443628,0.0469163,0.0384848,0.0127157,0.0914772,0.0492109
5.7715376,0.3987411,0.0788883,0.0008102,0.0389739,0.0344189,0.0427308,0.0199198,0.1008666,0.0439456
5.0499474,0.5033128,0.0776211,0.0009549,0.0332133,0.0230082,0.0411538,0.0190210,0.0932946,0.0465491
4.4739353,0.2254101,0.0908888,0.0008981,0.0511019,0.0444952,0.0529908,0.0237450,0.1122704,0.0506067
3.2657357,0.3462861,0.0663522,0.0008730,0.0350542,0.0300931,0.0365066,0.0036135,0.1326544,0.0253014
4.7792696,0.5241888,0.0849798,0.0007659,0.0335457,0.0198690,0.0493410,0.0203558,0.1029931,0.0387155
3.9198555,0.3905039,0.0533569,0.0007252,0.0339060,0.0286896,0.0270639,0.0019426,0.0797475,0.0220417
4.6987813,0.4149099,0.0603036,0.0008146,0.0330839,0.0306132,0.0319451,0.0046508,0.0804699,0.0348580
3.8490696,0.4366780,0.0851319,0.0007554,0.0344614,0.0204296,0.0474350,0.0201746,0.0926511,0.0356340
4.6142022,0.4416558,0.0853750,0.0007055,0.0353659,0.0241583,0.0494914,0.0202637,0.1008165,0.0406324
4.5909032,0.5038454,0.0766562,0.0007640,0.0315403,0.0193929,0.0391481,0.0174629,0.0844778,0.0467089
4.4241741,0.2962532,0.0931341,0.0009709,0.0486655,0.0394750,0.0538187,0.0232480,0.1342502,0.0517316
4.8518093,0.3482920,0.0502902,0.0009017,0.0379550,0.0355201,0.0255318,0.0016985,0.0828820,0.0213549
4.5801859,0.4667824,0.0391605,0.0008745,0.0266370,0.0213641,0.0198642,0.0003086,0.0678869,0.0261871
5.1300827,0.5291753,0.0670047,0.0008370,0.0332979,0.0204751,0.0473764,0.0055440,0.1624729,0.0687295
4.1667142,0.3596835,0.0768227,0.0008758,0.0381122,0.0312219,0.0388290,0.0156589,0.0787021,0.0460942
4.0453424,0.6179355,0.0914797,0.0008280,0.0332183,0.0179513,0.0515995,0.0224463,0.1491716,0.0469227
3.8686698,0.4631475,0.0953611,0.0007175,0.0372290,0.0209053,0.0539508,0.0228961,0.0897939,0.0388223
5.2687224,0.2995958,0.0684038,0.0006387,0.0422498,0.0417503,0.0380335,0.0099796,0.0761051,0.0430124
4.7817281,0.4302630,0.0885701,0.0006005,0.0363724,0.0251152,0.0510517,0.0227199,0.1278285,0.0468662
3.7442288,0.4617140,0.0484744,0.0010639,0.0268305,0.0213336,0.0235516,0.0011178,0.0724997,0.0183105
5.7850955,0.3118480,0.0769962,0.0007689,0.0451262,0.0428497,0.0413919,0.0195002,0.0950195,0.0463251
5.5747539,0.5530539,0.0595231,0.0006093,0.0263994,0.0220936,0.0321044,0.0074553,0.0832623,0.0417948
4.1167348,0.3893240,0.0622784,0.0006330,0.0341106,0.0299333,0.0325577,0.0052210,0.0900745,0.0274545
4.3896656,0.2648058,0.1161737,0.0007597,0.0482419,0.0428366,0.0671991,0.0270066,0.0928934,0.0497972
4.7167873,0.4137766,0.0704195,0.0009941,0.0341538,0.0299530,0.0364748,0.0129775,0.0770865,0.0478367
5.1274298,0.3266023,0.0608070,0.0005158,0.0403779,0.0383407,0.0347054,0.0051690,0.0819855,0.0358767
3.7941104,0.4887467,0.0887007,0.0006480,0.0349805,0.0184110,0.0490450,0.0226038,0.1214733,0.0444409
4.8115343,0.4372190,0.0655080,0.0009493,0.0315220,0.0290612,0.0357847,0.0085579,0.0743997,0.0413811
3.7225753,0.4766130,0.0794371,0.0007031,0.0324397,0.0175473,0.0400455,0.0168439,0.0919166,0.0386819
4.4804177,0.1743444,0.0828175,0.0008376,0.0526215,0.0509341,0.0467206,0.0204495,0.0853371,0.0462693
4.2981878,0.5568077,0.0488723,0.0007089,0.0234346,0.0172493,0.0231621,0.0017774,0.0746960,0.0227850
3.8189722,0.5456220,0.0593653,0.0006153,0.0241400,0.0149086,0.0291079,0.0023633,0.0791619,0.0262964
4.4308647,0.1765904,0.1041501,0.0006050,0.0545829,0.0484436,0.0610009,0.0236464,0.1847868,0.0648890
4.6420765,0.5673401,0.0776748,0.0008446,0.0306815,0.0168727,0.0405041,0.0180454,0.0852150,0.0435628
4.4903595,0.1010908,0.0763976,0.0010259,0.0483333,0.0599869,0.0396674,0.0146742,0.1067403,0.0413172
4.0023962,0.4019113,0.0506618,0.0008964,0.0335558,0.0277095,0.0248304,0.0016189,0.0709548,0.0184029
3.9013855,0.4172250,0.0742657,0.0009813,0.0321561,0.0238706,0.0370447,0.0124734,0.0873718,0.0390741
5.2192462,0.4737352,0.1087501,0.0008058,0.0434124,0.0317930,0.0644518,0.0259254,0.1030535,0.0447144
4.7519854,0.3971376,0.0889796,0.0008182,0.0384781,0.0291855,0.0512287,0.0234639,0.1383034,0.0511600
4.7649708,0.4056290,0.0488625,0.0008565,0.0345830,0.0315760,0.0241522,0.0017443,0.0807748,0.0211594
4.6852412,0.3057346,0.0867551,0.0007750,0.0453337,0.0376874,0.0514751,0.0200689,0.1090719,0.0444248
5.4197995,0.3247530,0.0810224,0.0008959,0.0443214,0.0402349,0.0468907,0.0210423,0.0967161,0.0448357
5.6362667,0.4722268,0.0941817,0.0006439,0.0373974,0.0280125,0.0546512,0.0257371,0.1076170,0.0467036
5.6175279,0.4168940,0.0857348,0.0005190,0.0379926,0.0295980,0.0506441,0.0205431,0.1106717,0.0384778
5.2091250,0.5525577,0.0642965,0.0006945,0.0271292,0.0204431,0.0336884,0.0104720,0.0834365,0.0463381
4.6700340,0.4543099,0.0702089,0.0008505,0.0309117,0.0253871,0.0360462,0.0135159,0.0788694,0.0489965
5.2306649,0.3738199,0.0858274,0.0004566,0.0400989,0.0324675,0.0506996,0.0205016,0.1096710,0.0413086
4.2983497,0.4104272,0.0942396,0.0006656,0.0371342,0.0249435,0.0533259,0.0243051,0.1040219,0.0444521
3.8852482,0.4396348,0.0594735,0.0007456,0.0273170,0.0233993,0.0287360,0.0024304,0.0810943,0.0273304
3.9980188,0.3604749,0.0847852,0.0008735,0.0386054,0.0285335,0.0471181,0.0209813,0.0889896,0.0411265
4.7897388,0.3597350,0.0561624,0.0003832,0.0370641,0.0337018,0.0301994,0.0048506,0.0829108,0.0305776
4.7948789,0.4927262,0.0863379,0.0006161,0.0340159,0.0208695,0.0511219,0.0199385,0.1085980,0.0392019
4.3767426,0.5596898,0.1157278,0.0006279,0.0401001,0.0242467,0.0654571,0.0284536,0.1012902,0.0471888
4.9144704,0.2923216,0.0934193,0.0007962,0.0479267,0.0407095,0.0541891,0.0241232,0.1284715,0.0505452
4.0290746,0.4590348,0.0674292,0.0005000,0.2426848,-0.0035472,0.4520621,-0.0370513,0.2479078,0.0140956
3.6439655,0.6500388,0.1065468,0.0009406,0.0352234,0.0164848,0.0555988,0.0252725,0.0920420,0.0527816
3.7520984,0.3074379,0.0627548,0.0008769,0.0402750,0.0365298,0.0324938,0.0051021,0.0970715,0.0151801
3.9192010,0.4163775,0.0305715,0.0007291,0.0281121,0.0192023,0.0161354,0.0005344,0.1255290,-0.0123150
3.4445165,0.5151006,0.1116136,0.0009353,0.0408371,0.0213305,0.0600031,0.0266603,0.0841724,0.0493895
5.9590059,0.5683810,0.0384056,0.0006107,0.0226707,0.0152529,0.0174938,0.0012937,0.0827660,0.0318961
4.6477441,0.2317964,0.0700222,0.0005687,0.0464591,0.0477069,0.0374243,0.0105329,0.0850835,0.0406696
4.9476469,0.4527624,0.0890617,0.0006675,0.0363455,0.0251642,0.0528308,0.0214210,0.1489973,0.0446620
4.4120858,0.3310641,0.0672083,0.0008224,0.0396787,0.0366107,0.0365281,0.0080183,0.0800124,0.0364013
3.8987679,0.1771696,0.0331627,0.0009696,0.0373159,0.0382597,0.0194724,0.0008567,0.0731538,0.0165930
4.1534081,0.4641092,0.0617279,0.0007468,0.0417535,0.0192866,0.0795468,-0.0022502,0.0872884,0.0343526
4.9949876,0.4539417,0.0880047,0.0006337,0.0366973,0.0255647,0.0512641,0.0218074,0.1218499,0.0418665
4.3263158,0.3686814,0.0706694,0.0010102,0.0416631,0.0333744,0.0581161,0.0085105,0.0869582,0.0426081
4.0629696,0.3946286,0.0652075,0.0006125,0.0323461,0.0286568,0.0345407,0.0058663,0.0818821,0.0304196
4.8936193,0.5006888,0.0510603,0.0005404,0.0267048,0.0224773,0.0259390,0.0025042,0.0793675,0.0278840
