Teff,xi,muFast,alpha,stdVal,meanVal,u_stdVal,u_meanVal,ur_stdVal,ur_meanVal
5.0888093,0.2586877,0.0502254,0.0007253,0.0421852,0.0456594,0.0273632,0.0022513,0.0930080,0.0246023
4.8345763,0.5122250,0.0839127,0.0005419,0.0335624,0.0199050,0.0473918,0.0222467,0.0990378,0.0409229
4.0381096,0.3260264,0.0883574,0.0009591,0.0432099,0.0328162,0.0503920,0.0217559,0.1099267,0.0419041
4.0686055,0.4487587,0.0552104,0.0007940,0.0277534,0.0238878,0.0280018,0.0033301,0.0736153,0.0251417
5.0581068,0.5597204,0.0714618,0.0007592,0.0298928,0.0192037,0.0370062,0.0143066,0.0820250,0.0467060
5.3169718,0.3029135,0.1030010,0.0005980,0.0482090,0.0419435,0.0608617,0.0243192,0.1126076,0.0502045
4.7718198,0.3653732,0.0844658,0.0008932,0.0415687,0.0334022,0.0483382,0.0220204,0.0995052,0.0454122
4.6377571,0.3224441,0.0556433,0.0006092,0.0401176,0.0367060,0.0300522,0.0043024,0.0740618,0.0268702
4.5906023,0.5944223,0.1219265,0.0008138,0.0426845,0.0253485,0.0715159,0.0240814,0.1013435,0.0405725
4.3471672,0.2864486,0.0586528,0.0006376,0.0428960,0.0398191,0.0294304,0.0035451,0.0854641,0.0279036
4.7300440,0.5038694,0.0723591,0.0006561,0.0299034,0.0202750,0.0371411,0.0139116,0.0786288,0.0466229
5.6123064,0.2224257,0.0560436,0.0008167,0.0420335,0.0517639,0.0337748,0.0053098,0.0922551,0.0329003
4.2761085,0.3587312,0.0737210,0.0005426,0.0387342,0.0326546,0.0370041,0.0134712,0.0804530,0.0463119
5.9199239,0.2868764,0.0584552,0.0008572,0.0419199,0.0478358,0.0354502,0.0045735,0.0921656,0.0395337
5.2749657,0.3737434,0.0827529,0.0006674,0.0403339,0.0330268,0.0476513,0.0226415,0.0980224,0.0443710
5.6401418,0.5512473,0.0519898,0.0010012,0.0270736,0.0237092,0.0273065,0.0038855,0.0908561,0.0324320
4.2682922,0.4155518,0.0797194,0.0006627,0.0342173,0.0242710,0.0414712,0.0180133,0.0802132,0.0452052
5.1178910,0.3437461,0.0630217,0.0004671,0.0390088,0.0372054,0.0359911,0.0090781,0.0802626,0.0388707
5.6827673,0.3290762,0.0582065,0.0005704,0.0393114,0.0394985,0.0328066,0.0048371,0.0907532,0.0392220
4.6444552,0.3660738,0.0859020,0.0007464,0.0404555,0.0315084,0.0501570,0.0205375,0.1056342,0.0419620
4.8391993,0.5419000,0.0744131,0.0010013,0.0308523,0.0189775,0.0382489,0.0163934,0.0862399,0.0480326
5.2062862,0.6142529,0.0668118,0.0007562,0.0269141,0.0169668,0.0355261,0.0115349,0.0800670,0.0458213
3.1102661,0.4467672,0.0959932,0.0005346,0.0372621,0.0190146,0.0516391,0.0217401,0.1816138,0.0190706
5.3998490,0.5549316,0.1133954,0.0008585,0.0427231,0.0310664,0.0661609,0.0283826,0.0989491,0.0507155
5.0322595,0.3655213,0.0778163,0.0005903,0.0397633,0.0339072,0.0414456,0.0178400,0.0884278,0.0461121
2.6289748,0.2318457,0.0867698,0.0006151,0.0480239,0.0337695,0.0468348,0.0177967,0.0991144,0.0481735
4.7283574,0.3903275,0.1156982,0.0007381,0.0423615,0.0331770,0.0662762,0.0281401,0.0966505,0.0471973
4.3362059,0.4975359,0.0772216,0.0005070,0.0309457,0.0180796,0.0392866,0.0165274,0.0796101,0.0449124
4.0193140,0.4486842,0.0807767,0.0007124,0.0330766,0.0204027,0.0421713,0.0196225,0.0769629,0.0426272
5.3321497,0.3764474,0.0774184,0.0009114,0.0397209,0.0347789,0.0417312,0.0189399,0.0941826,0.0478236
3.9473990,0.3714228,0.0582659,0.0007562,0.0354520,0.0319366,0.0283447,0.0027491,0.0819593,0.0253582
3.1818678,0.2314822,0.0650859,0.0003534,0.0402264,0.0390540,0.0339670,0.0051657,0.1065340,0.0238033
5.2782909,0.5112937,0.0469980,0.0007694,0.0280880,0.0240880,0.0272431,0.0025531,0.1669394,0.0422734
4.4867565,0.3422984,0.1189689,0.0011149,0.0474299,0.0375510,0.0674656,0.0334608,0.0984163,0.0502821
5.0444439,0.3994595,0.0830374,0.0007525,0.0387774,0.0306942,0.0478545,0.0216480,0.0969885,0.0431721
4.9113708,0.3448689,0.0835072,0.0007378,0.0451106,0.0328859,0.0691332,0.0122303,0.1237181,0.0279122
3.9175317,0.3086627,0.0640956,0.0005335,0.0403587,0.0366674,0.0329541,0.0062923,0.1019794,0.0273343
4.1732979,0.4149411,0.0719604,0.0006605,0.0321344,0.0252422,0.0364572,0.0121137,0.0771309,0.0436586
5.0608059,0.1997803,0.0638631,0.0007968,0.0450067,0.0552070,0.0376003,0.0085922,0.0811767,0.0369208
3.1856908,0.3445692,0.1034397,0.0008571,0.0444804,0.0276849,0.0568685,0.0214556,0.1023236,0.0366505
3.9338482,0.3902647,0.0939058,0.0008978,0.0376220,0.0251845,0.0530692,0.0248514,0.1028943,0.0453339
4.8266623,0.4058431,0.0887043,0.0007171,0.0385474,0.0281862,0.0512156,0.0228369,0.1316825,0.0485286
4.7615657,0.2666914,0.0721938,0.0003759,0.0447824,0.0417954,0.0378891,0.0123298,0.0774966,0.0442116
5.3637229,0.7292553,0.0697413,0.0009571,0.0285932,0.0150621,0.0354652,0.0141427,0.0875483,0.0458044
4.9876368,0.3770113,0.0723695,0.0006917,0.0383675,0.0345257,0.0377428,0.0140190,0.0816105,0.0484553
3.8180290,0.3089567,0.0468615,0.0008389,0.0403609,0.0328643,0.0231628,0.0023857,0.0881284,0.0105888
4.4098628,0.4503805,0.0949356,0.0006754,0.0366556,0.0234307,0.0541455,0.0234361,0.0976794,0.0402248
4.5687159,0.3901364,0.0905261,0.0008660,0.0394269,0.0286846,0.0524327,0.0235524,0.1181518,0.0477435
4.2893256,0.3407251,0.0661395,0.0007655,0.0388466,0.0352975,0.0361830,0.0068950,0.0813615,0.0335585
4.0710702,0.3517123,0.0796587,0.0008132,0.0390934,0.0313857,0.0410489,0.0166752,0.0787770,0.0439248
3.2953374,0.3942917,0.0838610,0.0009887,0.0370138,0.0229418,0.0423832,0.0180866,0.2005945,0.0186379
3.5327425,0.4803001,0.0655012,0.0007923,0.0270655,0.0171238,0.0347980,0.0052148,0.1195876,0.0204766
4.1222381,0.3922705,0.0738961,0.0006036,0.0336075,0.0272956,0.0366328,0.0133460,0.0793046,0.0424118
3.7030193,0.5707759,0.0679977,0.0008667,0.0264403,0.0131940,0.0338174,0.0099323,0.0962775,0.0341330
4.2857064,0.5085725,0.0653244,0.0007041,0.0271896,0.0195150,0.0353607,0.0074938,0.0742445,0.0342800
4.7189303,0.2877838,0.0593452,0.0006444,0.0423631,0.0417393,0.0308056,0.0046144,0.0917283,0.0331828
2.9282503,0.3335653,0.0532479,0.0006692,0.0386191,0.0302082,0.0280369,0.0023696,0.0743667,0.0181212
3.8928407,0.3291408,0.0953961,0.0008682,0.0420603,0.0308835,0.0545420,0.0231988,0.0862767,0.0401127
4.3365015,0.4032312,0.0713718,0.0004889,0.0334912,0.0274736,0.0367565,0.0119185,0.0718736,0.0422636
4.7275835,0.2203824,0.0738911,0.0008332,0.0486918,0.0496439,0.0390663,0.0133670,0.0850819,0.0478219
4.4526364,0.5153359,0.0737482,0.0007786,0.0305632,0.0185037,0.0375455,0.0145355,0.0793207,0.0467356
4.6557716,0.2804270,0.0835006,0.0005029,0.0465981,0.0399891,0.0473081,0.0221298,0.0938968,0.0466292
3.3799721,0.3771163,0.0607258,0.0007658,0.0318224,0.0271226,0.0307220,0.0018052,0.0827463,0.0265273
4.1619858,0.4958152,0.0911911,0.0008499,0.0356740,0.0198006,0.0518589,0.0226623,0.1283301,0.0453081
4.8111359,0.4149969,0.0714834,0.0009652,0.0346467,0.0303664,0.0371669,0.0131300,0.0783496,0.0473674
4.4491264,0.2792704,0.0497665,0.0005318,0.0434685,0.0398424,0.0256270,0.0015601,0.0867585,0.0177895
5.2595370,0.2647206,0.0809907,0.0008771,0.0479919,0.0445937,0.0462268,0.0198315,0.0942855,0.0449850
5.6715077,0.4021801,0.0719545,0.0007814,0.0378307,0.0352597,0.0375754,0.0152549,0.0891947,0.0474873
5.4593369,0.1586727,0.0497495,0.0008035,0.0404941,0.0498997,0.0279886,0.0020561,0.0829311,0.0165644
3.4610095,0.3050959,0.0887675,0.0006924,0.0439931,0.0301419,0.0504659,0.0252422,0.2338071,0.0313109
4.3260078,0.4635713,0.0753746,0.0008149,0.0316283,0.0210044,0.0377577,0.0168105,0.0820061,0.0475113
4.7753697,0.2896890,0.0701199,0.0006497,0.0436573,0.0408133,0.0374798,0.0110280,0.0755131,0.0427494
4.2055026,0.3374680,0.0757393,0.0007049,0.0402290,0.0339887,0.0379822,0.0147306,0.0811856,0.0446903
5.7091798,0.4897029,0.0958069,0.0010390,0.0411639,0.0313627,0.0566568,0.0248850,0.0954092,0.0406557
4.7032363,0.4279696,0.0676304,0.0007173,0.0317102,0.0276095,0.0366842,0.0095804,0.0710435,0.0403639
4.7147114,0.2796155,0.0702994,0.0007669,0.0441785,0.0414162,0.0373326,0.0112335,0.0776565,0.0430629
4.2875229,0.5573553,0.0775841,0.0008042,0.0307325,0.0165239,0.0396466,0.0175074,0.0798959,0.0447394
4.8837436,0.3487023,0.0547421,0.0006895,0.0386263,0.0358527,0.0297509,0.0038453,0.0810963,0.0290658
3.7633382,0.2236988,0.0679589,0.0010795,0.0482171,0.0486671,0.0388286,0.0062843,0.1758359,0.0161335
5.1439435,0.3204193,0.0820532,0.0009677,0.0454780,0.0428823,0.0764394,0.0335659,0.1316790,0.0617189
5.1024188,0.4793344,0.0777965,0.0008632,0.0344336,0.0253669,0.0427921,0.0222618,0.0992401,0.0492680
4.0054418,0.4974100,0.0841250,0.0007688,0.0328330,0.0177127,0.0457193,0.0208452,0.0867600,0.0391887
2.7053329,0.4651420,0.0984672,0.0006468,0.0356866,0.0175419,0.0532366,0.0199242,0.1342350,0.0198196
4.0675081,0.3287822,0.0884289,0.0008640,0.0425976,0.0319599,0.0499842,0.0226079,0.1113869,0.0445979
3.4849775,0.4004379,0.0707232,0.0009636,0.0304905,0.0233522,0.0354188,0.0085175,0.1516621,0.0208625
4.2983908,0.5539189,0.0789912,0.0007089,0.0311142,0.0153245,0.0411269,0.0186703,0.0858720,0.0410081
4.3527927,0.5464440,0.0997674,0.0007510,0.0391248,0.0223149,0.0589397,0.0220462,0.0877381,0.0422015
4.4435901,0.4661677,0.0580601,0.0008757,0.0273713,0.0244421,0.0278916,0.0045597,0.0933693,0.0318740
4.3882606,0.3910146,0.0675558,0.0007822,0.0350030,0.0311105,0.0370352,0.0079235,0.0781602,0.0384801
4.5798255,0.4233134,0.0807853,0.0007672,0.0349724,0.0251665,0.0445905,0.0205861,0.0866981,0.0461612
4.7386998,0.4481973,0.0825297,0.0008901,0.0353793,0.0263343,0.0466294,0.0225071,0.0914985,0.0437979
3.6654152,0.3595576,0.0990286,0.0011513,0.0411557,0.0293662,0.0568763,0.0207898,0.0846393,0.0389065
5.1653686,0.2535561,0.0588206,0.0006018,0.0433744,0.0474612,0.0325246,0.0032202,0.0922577,0.0340782
4.3052785,0.5565683,0.1022731,0.0007344,0.0395003,0.0221886,0.0581286,0.0230694,0.1016496,0.0514568
4.5060452,0.3589432,0.0925625,0.0005509,0.0405288,0.0299269,0.0537397,0.0223836,0.1550887,0.0504509
4.6169916,0.4238126,0.0502916,0.0004882,0.0326024,0.0271855,0.0251567,0.0025082,0.0751580,0.0220605
4.6861332,0.6107829,0.0498535,0.0006713,0.0229494,0.0163064,0.0246399,0.0020783,0.0785973,0.0282951
5.2913137,0.3735764,0.0491479,0.0010787,0.0375903,0.0353361,0.0255981,0.0014632,0.0822262,0.0232280
4.1513188,0.4701456,0.0350536,0.0010908,0.1494920,-0.0081579,0.3014769,-0.0526615,0.4020434,-0.0479367
4.0513874,0.4415355,0.0794823,0.0007518,0.0325410,0.0213618,0.0407408,0.0175203,0.0800194,0.0434359
4.8846534,0.3975243,0.0795859,0.0007095,0.0373491,0.0299779,0.0437586,0.0188161,0.0900796,0.0456094
5.3159452,0.4285417,0.0536248,0.0006051,0.0338618,0.0297010,0.0292747,0.0038306,0.0878272,0.0310573
4.0455411,0.2707319,0.1021099,0.0007369,0.0477484,0.0387603,0.0587943,0.0219453,0.0947342,0.0420892
4.6329620,0.4069584,0.0852895,0.0005698,0.0372828,0.0267310,0.0493644,0.0204729,0.1002810,0.0415922
4.7027455,0.4591567,0.0809169,0.0009133,0.0365578,0.0247690,0.0453423,0.0220984,0.0898711,0.0444896
4.6598920,0.4406584,0.0609483,0.0006694,0.0298760,0.0273423,0.0328358,0.0052194,0.0776948,0.0352471
3.2782861,0.3692105,0.1046911,0.0009756,0.0438812,0.0265839,0.0576208,0.0228641,0.0980785,0.0458141
3.1433919,0.3505775,0.0547819,0.0006786,0.0409789,0.0281104,0.0403641,-0.0008509,0.0778734,0.0118525
4.0027073,0.2700971,0.0991233,0.0007210,0.0473895,0.0376277,0.0581166,0.0222436,0.0871491,0.0428343
4.3522861,0.1962885,0.0552319,0.0004816,0.0443555,0.0484431,0.0292817,0.0033872,0.0748566,0.0170332
4.0539281,0.4884257,0.1002325,0.0008171,0.0391318,0.0226272,0.0578063,0.0217702,0.0846518,0.0423441
5.5448501,0.3514021,0.0749079,0.0007972,0.0421593,0.0394911,0.0387603,0.0166733,0.0916663,0.0466764
4.5802900,0.3685669,0.0617216,0.0008587,0.0372685,0.0348238,0.0329744,0.0061879,0.0794716,0.0360939
4.8318869,0.3696926,0.0715652,0.0007539,0.0383434,0.0341761,0.0376702,0.0127174,0.0774102,0.0465147
4.0227518,0.2735158,0.0575440,0.0007608,0.0442230,0.0415052,0.0301950,0.0048801,0.0798973,0.0217723
5.1985701,0.4536496,0.0873414,0.0006191,0.0369084,0.0266033,0.0501789,0.0218980,0.1214579,0.0406737
4.5879380,0.4723921,0.0736466,0.0005893,0.0310737,0.0213392,0.0373469,0.0147899,0.0819147,0.0487192
4.7422930,0.3607017,0.0924512,0.0006221,0.0413219,0.0315844,0.0536999,0.0232516,0.1595887,0.0521330
5.1609111,0.3812013,0.0919635,0.0006263,0.0411479,0.0324822,0.0533927,0.0236085,0.1429737,0.0541749
3.7636717,0.3929169,0.0698446,0.0007399,0.0320753,0.0258377,0.0350869,0.0095153,0.1076231,0.0322009
3.8583749,0.1835823,0.0812137,0.0004820,0.0527779,0.0467516,0.0418011,0.0171977,0.1281840,0.0308797
4.3075420,0.4016330,0.0586135,0.0007572,0.0334576,0.0294773,0.0294056,0.0025249,0.0828845,0.0297983
4.7293788,0.3633409,0.0635826,0.0008123,0.0374386,0.0355836,0.0341089,0.0088632,0.0763604,0.0378308
4.6988349,0.4174720,0.0779670,0.0008220,0.0347544,0.0282414,0.0401221,0.0180506,0.0940973,0.0525825
4.1611189,0.3731643,0.1096214,0.0005722,0.0409764,0.0289646,0.0645316,0.0239863,0.0894685,0.0527150
4.2277376,0.4948702,0.0551346,0.0006965,0.0252015,0.0206306,0.0276502,0.0036357,0.0738127,0.0265908
4.4134933,0.4417531,0.0744149,0.0006891,0.0315721,0.0236576,0.0374159,0.0149243,0.0835997,0.0490768
5.4101912,0.4260766,0.0914616,0.0007910,0.0404199,0.0306814,0.0533732,0.0237433,0.1245093,0.0503124
4.9480564,0.4566441,0.0692669,0.0007114,0.0308468,0.0257051,0.0366142,0.0123218,0.0796472,0.0493487
4.3892450,0.1827268,0.0604128,0.0007263,0.0452831,0.0509461,0.0320697,0.0045159,0.0956588,0.0216987
4.3756946,0.5134542,0.0791043,0.0007169,0.0322209,0.0187664,0.0413739,0.0175653,0.0814935,0.0440520
4.8380651,0.3631835,0.0735580,0.0007304,0.0389265,0.0341915,0.0379460,0.0149040,0.0844826,0.0503077
4.7161492,0.2929270,0.0363933,0.0007683,0.0402679,0.0352773,0.0198554,0.0005222,0.1334388,0.0305108
3.9763895,0.5539842,0.0618126,0.0005850,0.0250118,0.0148980,0.0302444,0.0062326,0.0841898,0.0287391
3.0752207,0.4671244,0.0942035,0.0006876,0.0362692,0.0185657,0.0490643,0.0223818,0.1922993,0.0174011
3.6262984,0.3379956,0.0837662,0.0004960,0.0391653,0.0288632,0.0439521,0.0203244,0.1604467,0.0257412
3.1315306,0.2744556,0.0677168,0.0008552,0.0401426,0.0354451,0.0369555,0.0052505,0.1297623,0.0246115
2.7803866,0.3864649,0.1157140,0.0006269,0.0442969,0.0233941,0.0607852,0.0261628,0.0901912,0.0436753
4.8227837,0.5348074,0.0771583,0.0008258,0.0310455,0.0191153,0.0402175,0.0181432,0.0871662,0.0451914
4.5094332,0.4489936,0.0492752,0.0009827,0.0303655,0.0261950,0.0241137,0.0020443,0.0755967,0.0231144
5.0174062,0.4025822,0.0616200,0.0008224,0.0352679,0.0348217,0.0343849,0.0067296,0.0780499,0.0363369
5.1670753,0.3883091,0.0849121,0.0007602,0.0398623,0.0317491,0.0494875,0.0212310,0.1047542,0.0411415
4.2212551,0.3493369,0.0577073,0.0005948,0.0373602,0.0339536,0.0288403,0.0038000,0.0809790,0.0278721
4.6750626,0.4556103,0.0738401,0.0006674,0.0317161,0.0237513,0.0385171,0.0142309,0.0791701,0.0468775
3.7276026,0.4958846,0.0663675,0.0010308,0.0276455,0.0174850,0.0357927,0.0065906,0.0919709,0.0302235
3.9502662,0.3830229,0.0589783,0.0006119,0.0340636,0.0297718,0.0291157,0.0022777,0.0822710,0.0266669
4.4527878,0.4960529,0.0727056,0.0004999,0.0323808,0.0162281,0.0858168,-0.0018436,0.1622154,0.0126646
4.1302373,0.4368588,0.0853859,0.0010451,0.0381887,0.0238711,0.0479533,0.0204672,0.0927842,0.0417042
3.8520054,0.4286355,0.1041065,0.0005834,0.0394081,0.0233637,0.0603422,0.0228701,0.1163213,0.0543236
4.3259759,0.4525136,0.0711861,0.0006911,0.0301930,0.0232766,0.0364497,0.0121050,0.0732476,0.0443626
3.8896846,0.3745305,0.0440439,0.0008239,0.0344270,0.0271467,0.0210664,0.0011730,0.2196926,0.0461436
4.6181557,0.3742797,0.0915463,0.0009968,0.0402396,0.0305968,0.0537310,0.0222520,0.1179673,0.0452344
5.2510837,0.3934623,0.0570487,0.0006333,0.0359602,0.0327214,0.0298924,0.0052470,0.0865290,0.0347467
4.7890490,0.4416062,0.0686827,0.0007675,0.0315438,0.0268798,0.0368958,0.0108328,0.0748461,0.0459912
4.8610024,0.3069376,0.0886231,0.0007945,0.0455949,0.0394412,0.0513547,0.0224033,0.1287360,0.0498274
3.8094749,0.2628002,0.0783749,0.0009981,0.0455596,0.0396443,0.0403988,0.0137929,0.1236767,0.0326558
4.0999750,0.3806918,0.0684746,0.0005069,0.0350509,0.0300312,0.0360771,0.0087097,0.0854873,0.0298246
4.8168757,0.3934035,0.0599583,0.0008234,0.0355493,0.0334365,0.0314544,0.0051856,0.1076460,0.0429840
3.1504173,0.3949852,0.0368644,0.0006005,0.0307794,0.0195942,0.0183422,0.0012186,0.1016892,0.0126413
5.7052772,0.3730421,0.1171732,0.0007885,0.0454826,0.0409565,0.0698585,0.0317318,0.0954162,0.0471279
4.3332408,0.5449219,0.0921827,0.0005009,0.0360682,0.0190936,0.0523601,0.0230666,0.1637742,0.0502388
3.4284357,0.3249440,0.0431272,0.0006541,0.0380862,0.0284930,0.0212204,0.0021402,0.0633057,0.0191320
4.4604948,0.3699181,0.0624835,0.0009291,0.0367311,0.0356585,0.0338120,0.0058554,0.0775687,0.0335474
3.5533505,0.4011115,0.0813301,0.0006518,0.0348529,0.0228841,0.0411429,0.0178374,0.1566024,0.0288754
4.5968726,0.4771611,0.0312298,0.0005916,0.0233545,0.0156755,0.0134303,0.0012103,0.0930750,0.0277768
4.3873812,0.5272502,0.0819044,0.0005721,0.0319842,0.0174313,0.0448587,0.0226396,0.0866772,0.0443685
5.1816949,0.5041360,0.0799076,0.0005436,0.0326910,0.0211994,0.0441055,0.0208530,0.0942405,0.0426935
3.5474716,0.3580994,0.0640461,0.0004077,0.0348477,0.0295855,0.0323047,0.0058944,0.0992624,0.0262469
5.5546630,0.5478776,0.0976286,0.0007053,0.0382049,0.0259681,0.0582345,0.0245782,0.0974096,0.0405973
4.0416866,0.4624458,0.0580360,0.0009709,0.0269420,0.0230217,0.0275705,0.0026258,0.0810655,0.0291582
4.6321488,0.5866537,0.0454535,0.0007528,0.0226981,0.0161429,0.0216786,0.0008274,0.0779205,0.0259705
4.4441260,0.2733358,0.0736552,0.0009135,0.0456116,0.0437370,0.0384036,0.0121194,0.0780768,0.0404763
4.7191699,0.3822726,0.0586006,0.0006221,0.0358203,0.0327872,0.0301905,0.0033145,0.0900172,0.0326425
4.4465511,0.4873687,0.0732064,0.0006870,0.0299788,0.0199400,0.0368701,0.0137813,0.0758355,0.0446158
4.1515068,0.4126784,0.0530500,0.0007823,0.0323509,0.0272039,0.0266561,0.0021468,0.0704756,0.0200695
4.0579812,0.4069028,0.0771831,0.0006826,0.0337489,0.0242957,0.0397579,0.0144172,0.0808087,0.0429664
4.1963994,0.3755403,0.0571474,0.0005916,0.1234515,0.0201019,0.2764174,-0.0233196,0.2656591,0.0013822
3.9395756,0.4499712,0.0763562,0.0007971,0.0321608,0.0210428,0.0381505,0.0148565,0.0808014,0.0423892
4.6721674,0.4768481,0.1001635,0.0007452,0.0379843,0.0249613,0.0619424,0.0215370,0.0928544,0.0388653
4.6500148,0.5137448,0.0824948,0.0008249,0.0338277,0.0209572,0.0461078,0.0227183,0.0910346,0.0431940
5.5932357,0.3770635,0.0625439,0.0008303,0.0384854,0.0376211,0.0374330,0.0100717,0.0928569,0.0418235
6.0030442,0.3793157,0.0509013,0.0010067,0.0361522,0.0366826,0.0290869,0.0025842,0.0891861,0.0292656
3.6986905,0.4211697,0.0679517,0.0007363,0.0292355,0.0225482,0.0356381,0.0076711,0.1072881,0.0349300
4.0234209,0.2966013,0.0377181,0.0006364,0.0411410,0.0323132,0.0198955,0.0024416,0.0694785,0.0155036
5.8978206,0.4249681,0.0651196,0.0005233,0.0339794,0.0328846,0.0363771,0.0109882,0.0928348,0.0435349
3.7915550,0.5457001,0.0690171,0.0007597,0.0269778,0.0140371,0.0342525,0.0107643,0.0865286,0.0364832
4.7453499,0.4083834,0.0566920,0.0006190,0.0338052,0.0303391,0.0301316,0.0057538,0.0848261,0.0319767
2.9642652,0.4092130,0.0871447,0.0009318,0.0390063,0.0207580,0.0446660,0.0177625,0.1533960,0.0315931
5.0948002,0.3205704,0.0885897,0.0007744,0.0461462,0.0382510,0.0514074,0.0228032,0.1281189,0.0496395
4.5350479,0.2958458,0.0585383,0.0006571,0.0423267,0.0396527,0.0297596,0.0041503,0.0909989,0.0345724
4.8581770,0.4025264,0.0760912,0.0006874,0.0352636,0.0294073,0.0391662,0.0171058,0.0863027,0.0478934
3.9702802,0.4195410,0.0706699,0.0006955,0.0309338,0.0237370,0.0353489,0.0114921,0.0857311,0.0374842
5.5307561,0.4651058,0.0926617,0.0007350,0.0379703,0.0300824,0.0537022,0.0245993,0.1591932,0.0548355
4.4558545,0.3462233,0.0725310,0.0008341,0.0400417,0.0354505,0.0369929,0.0147885,0.0828434,0.0490368
4.5401946,0.5246247,0.0722052,0.0008883,0.0303291,0.0200067,0.0367366,0.0133810,0.0760586,0.0454295
4.4984962,0.3485404,0.0651615,0.0007755,0.0383937,0.0352544,0.0347939,0.0075610,0.0761067,0.0351894
4.4951038,0.1538154,0.0704446,0.0007614,0.0473642,0.0554826,0.0390638,0.0102691,0.0999803,0.0331927
4.2862629,0.3148411,0.0749118,0.0006230,0.0420803,0.0366664,0.0379406,0.0135209,0.0835133,0.0455261
4.5609893,0.3356417,0.0659912,0.0007207,0.0395394,0.0365311,0.0363264,0.0074850,0.0759215,0.0362960
4.2203577,0.2998652,0.0716605,0.0005834,0.0420945,0.0374959,0.0369297,0.0109084,0.0852502,0.0355958
4.7618507,0.3270180,0.0827322,0.0009797,0.0439283,0.0379953,0.0470328,0.0225896,0.0934554,0.0482594
3.8588123,0.4079672,0.0860249,0.0010233,0.0363267,0.0231426,0.0485198,0.0201281,0.0976299,0.0373614
4.1022836,0.4583935,0.0520369,0.0006339,0.0276772,0.0229247,0.0261234,0.0023327,0.0754084,0.0203449
4.1128583,0.2937233,0.0573436,0.0005426,0.0421646,0.0379972,0.0303055,0.0045248,0.0787761,0.0234096
4.7106786,0.4604911,0.0607159,0.0010006,0.0288925,0.0267947,0.0320137,0.0054896,0.0794403,0.0363110
5.1290962,0.4072797,0.0722655,0.0010511,0.0373272,0.0334946,0.0376539,0.0148811,0.0838439,0.0489217
3.3818111,0.4995100,0.0596067,0.0008198,0.0248961,0.0160419,0.0289371,0.0009676,0.0799306,0.0263195
4.2812149,0.3606567,0.0897410,0.0007136,0.0393590,0.0294471,0.0516036,0.0227742,0.1345867,0.0496836
4.4188482,0.3009375,0.1030250,0.0008771,0.0462280,0.0392447,0.0589788,0.0240702,0.0938637,0.0543419
5.0786673,0.3133964,0.0568355,0.0007541,0.0403164,0.0402480,0.0317180,0.0056489,0.0878657,0.0327942
4.4728736,0.2400407,0.0761775,0.0005472,0.0477358,0.0429634,0.0397070,0.0141826,0.0833206,0.0451340
5.0254065,0.3420177,0.0921057,0.0005380,0.0436648,0.0346881,0.0540645,0.0230235,0.1416233,0.0494989
4.4908435,0.5061820,0.0775686,0.0007233,0.0314341,0.0191976,0.0396525,0.0173934,0.0836032,0.0454066
4.7779450,0.2933630,0.0898492,0.0007786,0.0474449,0.0400586,0.0523767,0.0233252,0.1447640,0.0537119
4.0475757,0.4010153,0.0943433,0.0008115,0.0381817,0.0253484,0.0532955,0.0242794,0.0969128,0.0443656
3.6453795,0.4975960,0.0707133,0.0007201,0.0289487,0.0159334,0.0353156,0.0103484,0.0975751,0.0321169
3.1654036,0.3982793,0.0778130,0.0006546,0.0356171,0.0222939,0.0381133,0.0118258,0.2069778,0.0154208
5.5367408,0.3706419,0.0914083,0.0005764,0.0425925,0.0352263,0.0534334,0.0238943,0.1293729,0.0512107
4.8525808,0.4772689,0.0387670,0.0005857,0.0256507,0.0192532,0.0201307,0.0000198,0.0692724,0.0279040
3.6616369,0.4258511,0.0570849,0.0008236,0.0280488,0.0243358,0.0281589,0.0040674,0.0755588,0.0240166
4.7832171,0.6664806,0.0772180,0.0006732,0.0303237,0.0164738,0.0407319,0.0188681,0.0905271,0.0436798
4.6149373,0.4162161,0.0641138,0.0007527,0.0325005,0.0294377,0.0325987,0.0087661,0.0769424,0.0388684
3.3763960,0.3739607,0.0776296,0.0006138,0.0352909,0.0250718,0.0380802,0.0129930,0.2037995,0.0189254
5.0419332,0.6132763,0.0742194,0.0006505,0.0288651,0.0153365,0.0416160,0.0143686,0.0800596,0.0376026
4.5578397,0.4162293,0.0947757,0.0009909,0.0379585,0.0266565,0.0543927,0.0239530,0.1203220,0.0374083
4.2994293,0.3367272,0.0579069,0.0006299,0.0385905,0.0354125,0.0289254,0.0042201,0.0822402,0.0279871
4.6137057,0.4934956,0.0726065,0.0007514,0.0305525,0.0208693,0.0366449,0.0147082,0.0785733,0.0470897
4.8781731,0.5260718,0.0737591,0.0008791,0.0327542,0.0213537,0.0382251,0.0170528,0.0967376,0.0547050
5.9643648,0.4691128,0.0790051,0.0004601,0.0346707,0.0268535,0.0438472,0.0198973,0.1021559,0.0408984
3.3778536,0.6115697,0.0383713,0.0007095,0.0189156,0.0080399,0.0181009,-0.0007036,0.1036493,0.0089649
4.3564439,0.3020153,0.0674756,0.0008868,0.0418348,0.0396053,0.0376759,0.0073417,0.0813771,0.0332832
4.2852514,0.4765915,0.0809475,0.0007932,0.0331288,0.0207823,0.0433114,0.0207109,0.0811444,0.0439773
